Code,General Facilities,Facility Count,Room Type Number
163,"Electric vehicle charging station, Cleaning products, Kitchen, Washing machine, Refrigerator, Wardrobe or closet, Walk-in closet, Extra long beds (> 6.5 ft), Toilet paper, Towels, Sauna, Bathtub or shower, Slippers, Toilet, Free toiletries, Hairdryer, Shower, Sofa, Flat-screen TV, Cable channels, Radio, TV, Socket near the bed, Sofa bed, Clothes rack, Hardwood or parquet floors, Soundproof, Carpeted, Heating, Upper floors accessible by stairs only, Upper floors accessible by elevator, Private pool, Balcony, Garden view, View, Air conditioning, Smoke-free property, English, Russian",39,1
164,"Shared kitchen, Kitchen, Washing machine, Wardrobe or closet, Flat-screen TV, Clothes rack, Iron, Air conditioning, BBQ facilities, Balcony, Terrace, Shared lounge/TV area, Game room, Bar, Minibar, HikingOff-site, SkiingOff-site, Tennis courtOff-site, Garden view, View, Laundry, Hypoallergenic room available, Heating, Family rooms, Non-smoking rooms, Fire extinguishers, Security alarm, English, Armenian, Russian",30,1
165,"Dining table, Stovetop, Oven, Kitchenware, Kitchen, Washing machine, Linens, Toilet paper, Towels, Bathtub or shower, Private bathroom, Shower, Dining area, Sofa, Sitting area, Desk, Flat-screen TV, Telephone, TV, Pay-per-view channels, Socket near the bed, Sofa bed, Fold-up bed, Soundproof, Private entrance, Heating, Outdoor furniture, Balcony, Terrace, Garden, Tea/Coffee maker, Inner courtyard view, City view, Landmark view, Mountain view, Garden view, View, Detached, Airport shuttleAdditional charge, Family rooms, Non-smoking rooms, Carbon monoxide detector, English, Armenian, Russian",45,1
166,"Dining table, Cleaning products, Stovetop, Oven, Dryer, Kitchenware, Electric kettle, Kitchen, Washing machine, Dishwasher, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Guest bathroom, Bathtub or shower, Slippers, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Dining area, Sofa, Fireplace, Sitting area, Flat-screen TV, Cable channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Hardwood or parquet floors, Tile/Marble floor, Ironing facilities, Iron, Upper floors accessible by stairs only, Picnic area, Barbecue, Balcony, Garden, Tea/Coffee maker, Inner courtyard view, Mountain view, View, Airport shuttleAdditional charge, Board games/Puzzles, Board games/puzzles, Air conditioning, Heating, Family rooms, Non-smoking rooms, Russian",59,1
167,"Toilet paper, Towels, Towels/Sheets (extra fee), Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Linens, Wardrobe or closet, View, Clothes rack, Ski storage, SkiingOff-site, Desk, Flat-screen TV, Telephone, Bar, Restaurant, Street parking, Daily housekeeping, Wake-up service, Ironing serviceAdditional charge, Airport shuttleAdditional charge, 24-hour front desk, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, 24-hour security, Heating, Soundproof, Carpeted, Family rooms, Non-smoking rooms, Upper floors accessible by stairs only, English, Russian",40,4
168,"Kitchen, Washing machine, Desk, Flat-screen TV, Heating, BBQ facilities, Airport shuttle, Smoke-free property, Russian",9,1
169,"Kitchen, Washing machine, Kitchenette, Flat-screen TV, Heating, Balcony, Terrace, Garden view, Air conditioning, Smoke-free property, Carbon monoxide detector, Russian",12,1
170,"Dining table, Cleaning products, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Toilet paper, Towels, Guest bathroom, Bathtub or shower, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Fireplace, Sitting area, Flat-screen TV, Cable channels, TV, Socket near the bed, Sofa bed, Clothes rack, Hardwood or parquet floors, Soundproof, Private entrance, Ironing facilities, Iron, Upper floors accessible by stairs only, Outdoor fireplace, Picnic area, Outdoor dining area, Sun deck, Barbecue, Balcony, Terrace, Open-air bath, Hot tub/Jacuzzi, Tea/Coffee maker, Inner courtyard view, Mountain view, View, Detached, Baby safety gates, Board games/Puzzles, Daily housekeeping, Designated smoking area, Smoke-free property, Heating, Family rooms, Non-smoking rooms, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, English, Armenian, Russian",66,1
171,"Parking garage, Shared kitchen, Dining table, Cleaning products, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Kitchenette, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Guest bathroom, Bathtub or shower, Shared toilet, Toilet, Free toiletries, Hairdryer, Bathtub, Shower, Dining area, Sofa, Fireplace, Sitting area, Flat-screen TV, Cable channels, Satellite channels, CD player, DVD player, TV, Pay-per-view channels, Sofa bed, Fold-up bed, Clothes rack, Mosquito net, Hardwood or parquet floors, Tile/Marble floor, Soundproof, Private entrance, Carpeted, Ironing facilities, Iron, Upper floors accessible by stairs only, Picnic area, Outdoor dining area, Sun deck, Barbecue, Private pool, BBQ facilities, Patio, Balcony, Terrace, Garden, Shared lounge/TV area, Open all year, Sauna, Bar, Minibar, Tea/Coffee maker, Ski-in, ski-out access, Ski rental on site, Ski schoolAdditional charge, Ski storage, HikingAdditional charge, Pool table, SkiingOff-site, Inner courtyard view, City view, Landmark view, Mountain view, Pool view, Garden view, View, Detached, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Board games/puzzles, Convenience store on site, Designated smoking area, Heating, Soundproof rooms, Family rooms, Safe, English, Armenian, Russian",91,1
172,"Parking garage, Dining table, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Dishwasher, Microwave, Refrigerator, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Guest bathroom, Bathtub or shower, Slippers, Shared toilet, Private bathroom, Toilet, Free toiletries, Spa tub, Hairdryer, Bathtub, Shower, Dining area, Sofa, Fireplace, Sitting area, Flat-screen TV, Cable channels, Satellite channels, Telephone, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Mosquito net, Soundproof, Private entrance, Carpeted, Ironing facilities, Iron, Hot tub, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, Barbecue, Private pool, BBQ facilities, Balcony, Terrace, Garden, Shared lounge/TV area, Game room, Open all year, All ages welcome, Heated pool, Pool/Beach towels, Beach chairs/Loungers, Hot spring bath, Hot tub/Jacuzzi, Sauna, Grocery deliveriesAdditional charge, Tea/Coffee maker, Ski schoolAdditional charge, Ski storage, SkiingOff-site, Inner courtyard view, City view, Mountain view, Garden view, View, Detached, Car rental, Airport shuttleAdditional charge, Private check-in/out, Express check-in/out, Outdoor play equipment for kids, Indoor play area, Board games/Puzzles, Baby safety gates, Babysitting/Child servicesAdditional charge, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Convenience store on site, Designated smoking area, Smoke-free property, Heating, Soundproof rooms, Family rooms, Non-smoking rooms, Security alarm, Key access, 24-hour security, English, Russian",102,1
173,"Stovetop, Kitchen, Refrigerator, Kitchenette, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Private bathroom, Toilet, Shower, Dining area, Sofa, Flat-screen TV, Sofa bed, Clothes rack, Upper floors accessible by stairs only, Upper floors accessible by elevator, Balcony, Garden, Chapel/Shrine, Skiing, Mountain view, View, Convenience store on site, Smoke-free property, Heating, Elevator, Family rooms, Non-smoking rooms, Key access, English, Armenian, Russian",34,1
174,"Kitchen, Washing machine, Heating, Balcony, View, English, Russian",7,1
175,"Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Linens, Wardrobe or closet, Walk-in closet, Inner courtyard view, Landmark view, Mountain view, Garden view, View, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, BBQ facilities, Terrace, Garden, Dining table, Cleaning products, Electric kettle, Refrigerator, Socket near the bed, Drying rack for clothing, Clothes rack, Ski-in, ski-out access, Ski pass vendor, Ski rental on site, Ski schoolAdditional charge, Ski storageAdditional charge, Tour or class about local cultureAdditional charge, Evening entertainment, SkiingOff-site, Dining area, Sitting area, Flat-screen TV, FruitAdditional charge, Wine/ChampagneAdditional charge, Breakfast in the room, Bar, Restaurant, Tea/Coffee maker, Invoice provided, Lockers, Private check-in/out, Baggage storage, Express check-in/out, 24-hour front desk, Baby safety gates, Board games/Puzzles, Board games/puzzles, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Safe, Shuttle serviceAdditional charge, Carbon monoxide detector, Shared lounge/TV area, Designated smoking area, Smoke-free property, Hypoallergenic room available, Mosquito net, Tile/Marble floor, Heating, Soundproof, Car rental, Packed lunches, Chapel/Shrine, Carpeted, Family rooms, Ironing facilities, Airport shuttle, Non-smoking rooms, Iron, Room service, Steam room, SpaAdditional charge, Sauna, English, Russian",97,6
